Image_ID,Target
ID_9DU2IMDA,1
ID_9EPnBjev,1
ID_9FgpJHmC,0
ID_9FhVR6Du,0
ID_9FibrvFr,1
ID_9FxHrEJJ,0
ID_9Gl2ubbl,0
ID_9Gp2iP3n,1
ID_9HaLMV94,0
ID_9IUuAa44,1
ID_9IwYRSIq,0
ID_9J7VQImt,1
ID_9JApVJHX,0
ID_9JRss2MH,1
ID_9JXfZ8O0,1
ID_9LLs1RVc,1
ID_9LQumxEM,1
ID_9LrKN0ej,0
ID_9Lro8Pr9,0
ID_9M170KFl,1
ID_9MD8OrTF,1
ID_9MZrlPFq,0
ID_9N26y5ju,1
ID_9OEaIcnJ,1
ID_9OzBLZqm,1
ID_9P8Tv60W,0
ID_9Q9MSpuf,1
ID_9Q9PMvNQ,0
ID_9QEn9Lbw,1
ID_9RHoeqvd,0
ID_9RjwBTLF,1
ID_9RtMGHJj,1
ID_9SqrjRjM,1
ID_9TUhMgas,1
ID_9UGh5Zxl,1
ID_9VTZ9zI7,0
ID_9WG9kDQH,0
ID_9YSeh3bD,0
ID_9YnzBuvq,0
ID_9Z4CwZiH,1
ID_9ZQ9cFh6,1
ID_9aBtu4fG,1
ID_9aYo1p20,0
ID_9bonKcl5,0
ID_9bt6dd0S,0
ID_9czfftsU,1
ID_9dMdgG42,1
ID_9eUPr94m,1
ID_9f74pQM3,0
ID_9fayHXY0,0
ID_9fhvwDaE,1
ID_9gD2XE3H,0
ID_9hf2aqV5,1
ID_9i6ibFSL,0
ID_9iT2f7S6,1
ID_9iisfAEg,1
ID_9l4Ofng4,1
ID_9lisEJQG,1
ID_9nHYcN5q,0
ID_9octCFPL,1
ID_9pgEtRAZ,0
ID_9rMfpUIP,1
ID_9s2HiATe,0
ID_9s4AW0r9,1
ID_9sAFtjZj,1
ID_9tueTC4m,0
ID_9vCpRwwa,1
ID_9wPGjQ3h,1
ID_9wWt5aR2,0
ID_9xkOGF5R,0
ID_9y6x8qrI,0
ID_9yRR8q0l,1
ID_9ysqTbrL,1
ID_A0UJCohW,0
ID_A0iKorU9,1
ID_A0jL8RD5,1
ID_A1adOqkI,1
ID_A1hnFv90,1
ID_A22nvUHi,0
ID_A2ZhfCkm,0
ID_A2rrVdkN,0
ID_A3LCIwvX,0
ID_A496YfZV,1
ID_A4IeVgDu,1
ID_A4JcBiEE,0
ID_A4U32Kt2,1
ID_A4jiLwOw,0
ID_A51NCI5k,1
ID_A5BoEHKg,1
ID_A6HdgEVa,1
ID_A6YrscgN,1
ID_A723YwYv,0
ID_A7StItEH,1
ID_A7saO0Ag,0
ID_A8stLQux,1
ID_AA7jW5I0,0
ID_AAWPw1fL,0
ID_ABR6whBD,1
ID_ABUmZedb,1
ID_ABadr6rL,1
ID_ACsfceB1,1
ID_AFblAApf,1
ID_AHmPXVO2,0
ID_AIcbyyJv,0
ID_AIj2RPUW,0
ID_AInfmMll,1
ID_AIwxqCer,0
ID_AJ2Uw8sL,0
ID_AKd1tFuv,0
ID_AL2kfA9x,1
ID_ALa36iSp,0
ID_ALlDCPXp,0
ID_AM9N7xw5,1
ID_AO5fHWCa,1
ID_APefRkV0,0
ID_APfVn2Gs,1
ID_APgaACTa,0
ID_AQ5QA0jF,0
ID_AR1WsENA,1
ID_ASOojzoC,0
ID_ASP7sKqd,0
ID_ASo5nHje,1
ID_ATB0hftE,1
ID_ATpuOM6Y,1
ID_AU43pvhw,1
ID_AUelUEHS,1
ID_AVBg6L98,0
ID_AVCBZVoC,0
ID_AVWQ16tO,0
ID_AVYOvR62,0
ID_AWxPKMRj,0
ID_Aa9c28Ii,1
ID_Aa9nDnOt,1
ID_AbAEcBak,0
ID_AbJHSv7I,0
ID_AbSmLUhR,0
ID_AbumUhVf,0
ID_AdcnYr6O,1
ID_AdtrvB2J,1
ID_AeOKsdyi,1
ID_AelfWemQ,1
ID_AfH5BPF6,1
ID_AfmogkU0,0
ID_Ag0Defmq,1
ID_AgMeAqBx,1
ID_AgcN5Abu,1
ID_AgtbXuwL,0
ID_AhSKNLqS,1
ID_AhueLE9Y,1
ID_AkjMo8Nn,1
ID_Al4Ux3Nv,0
ID_AlgyRlDT,1
ID_Am9s2IzJ,1
ID_AmHMVjo1,0
ID_Ambsh2Sm,1
ID_AnFFm2JV,1
ID_AnRtV6Cp,0
ID_Anm65TLK,1
ID_Ap9QJld3,0
ID_Aq0Lfukw,1
ID_ArGvpOd4,0
ID_ArafVXu6,1
ID_Arox5Jfh,0
ID_AsTLO9EY,0
ID_AsuLFAHH,1
ID_AsvIOMlT,1
ID_AuTToVM6,0
ID_AuXITnqc,0
ID_AwhLCNHw,1
ID_AxC3MU1k,0
ID_AycNJwiX,0
ID_AyeRNYvN,1
ID_Ayrkr8Nm,0
ID_AznDLS9W,1
ID_B0CV5IIC,1
ID_B0aFwVcm,1
ID_B1aiXK6K,0
ID_B1mL92nA,0
ID_B26u4cY0,1
ID_B2DY8Ckk,0
ID_B2dtmhRZ,1
ID_B2sfVvIk,0
ID_B37zTRFJ,0
ID_B3JI45Fo,1
ID_B3gkx4aY,0
ID_B4JQYPUu,1
ID_B4YAmgeI,0
ID_B4ivCSBu,1
ID_B4qvB0Id,0
ID_B5YNNX3Y,0
ID_B5Ypp9Gg,1
ID_B5uK2tpf,1
ID_B7pLISBj,0
ID_B8GKCSXW,1
ID_B90KjXRS,0
ID_B9ic3suP,1
ID_BAEQBtao,1
ID_BAzUeZkt,0
ID_BBFJzH19,0
ID_BBsGxDCc,0
ID_BCntNwFf,0
ID_BDuDacV0,0
ID_BE3LtBnT,1
ID_BEdqBKMg,1
ID_BEfnD9eM,0
ID_BEgkSQAx,1
ID_BG12kbSc,0
ID_BGYQOLm6,0
ID_BGbhtQ1Q,1
ID_BH9DsFSO,0
ID_BHAubtdo,1
ID_BHQ7aG9n,0
ID_BHnx6WYE,0
ID_BITbp7Xi,1
ID_BJfdCnXy,1
ID_BJlIfRNf,1
ID_BKxud1Cs,1
ID_BMlk4i29,0
ID_BO8ToVF5,0
ID_BPJeA1sB,0
ID_BPzOs6BU,1
ID_BQEkHGCP,1
ID_BQFS9YFq,0
ID_BQRUep3f,0
ID_BQzvUFin,0
ID_BRoz68Se,0
ID_BSO6PUAU,1
ID_BScAUMkd,0
ID_BTHhVRUf,0
ID_BTTywLvp,1
ID_BTVb3DN4,1
ID_BTm5eku6,1
ID_BUEjd2id,1
ID_BVPB6aAh,1
ID_BVeWlJv6,1
ID_BWC8Nfn7,1
ID_BWVJTUn9,1
ID_BWVqXGPI,1
ID_BXHNJaPg,0
ID_BXZJZgbZ,0
ID_BXiz6Ohg,0
ID_BZu3rIVm,0
ID_BaOfhTjo,0
ID_BbOOA27D,0
ID_BbZjMYZO,1
ID_BbygMzGd,0
ID_BcEOBuWs,1
ID_Bd2N8Aw9,0
ID_BdCZcNS5,1
ID_Bdijb624,1
ID_Bf2gYGTT,1
ID_Bg4tvjmR,1
ID_BgBYjuao,0
ID_BgX2YqSz,1
ID_BhI1mCCK,0
ID_BhN7wBBJ,0
ID_BhnkxlDN,1
ID_BhwqaIOD,0
ID_BiGWpcTN,0
ID_BiaX0fTd,0
ID_BisimtSK,1
ID_Bj8lRtqK,1
ID_Blq8Ws9U,0
ID_BlsE7Ue9,1
ID_Bm3rFZvD,1
ID_Bni7jBmG,0
ID_BoA27Acg,1
ID_BoXvKTLO,0
ID_BosTcRXl,0
ID_BowCZK91,0
ID_Bp1hkmZ0,0
ID_Bqc2dIVM,0
ID_BqtvkbWn,0
ID_BrRyDLyv,1
ID_BtQlqxwd,1
ID_BuqbzmZg,0
ID_BvUozmTx,1
ID_BvoTaS7P,1
ID_Bw6NPC94,0
ID_BwSsML8q,1
ID_BwiFdiXQ,0
ID_BwvoPLlW,1
ID_BxPCfFRE,1
ID_Bxw4c8yg,1
ID_BzX7UzJD,0
ID_BzgEMFu9,1
ID_C0iMa2J8,0
ID_C0reFH2F,0
ID_C1VAatLV,1
ID_C1h3WQou,1
ID_C2AWXK9m,0
ID_C2EHKw6v,0
ID_C2I6qtEa,0
ID_C2YZWQVd,1
ID_C2fd3sXn,1
ID_C3Kw5RQ0,1
ID_C5FZ946f,1
ID_C5HVnZZl,0
ID_C5Wv54Gx,1
ID_C5z2npFD,0
ID_C6U77mtP,0
ID_C6xOuofz,0
ID_C7SwBPQ2,0
ID_C7UrAVvR,1
ID_C8A2vcNg,1
ID_C9DIm5IE,0
ID_C9Icxv2E,0
ID_C9sORQQ8,1
ID_CAbGHlbT,1
ID_CAenppE5,1
ID_CAmRBObQ,1
ID_CCE7o3qj,1
ID_CCgf0WTe,1
ID_CETy63dZ,1
ID_CF8rWzpK,0
ID_CFk9bXWG,1
ID_CGVtmWHi,1
ID_CGW8juLc,1
ID_CGuqfOAr,1
ID_CH11ToIt,1
ID_CHgipa0e,0
ID_CHi4xDSa,0
ID_CI3uq8op,1
ID_CIZFY25o,0
ID_CJ7X4pWp,0
ID_CJKDj2y1,1
ID_CKSctcwD,0
ID_CKtl5Tgj,1
ID_CKuRnAEQ,1
ID_CLoOviDx,1
ID_CNEtYekC,1
ID_CNOoikaz,1
ID_CNSSO8OX,1
ID_CNb9WOCB,1
ID_CNekc3wP,1
ID_COAxkGZq,0
ID_COf75xP8,0
ID_CPqTnr0E,1
ID_CQ2un0Kd,1
ID_CQP8qjBm,1
ID_CQTcfyd0,1
ID_CQffXJmU,0
ID_CQjXeyoQ,0
ID_CRwe1IyP,0
ID_CSfNAP9p,0
ID_CTMBRuXB,1
ID_CTdJMIlD,1
ID_CUP4LNWi,0
ID_CUuHOeYp,0
ID_CVwpWmMa,1
ID_CXINlKZs,1
ID_CY3oJsIe,0
ID_CYMR0Ogz,1
ID_CaQyERpl,0
ID_CalkN2HC,0
ID_CaprJamh,1
ID_CbQIzFSc,0
ID_Cbni7BCN,1
ID_Ccd3NUgd,1
ID_Cd9qIrsv,1
ID_CdQrE8af,0
ID_CdebPe6y,1
ID_CdrplI5I,1
ID_Cfjz6hp6,1
ID_CgjuhxHu,1
ID_CglA4KLL,1
ID_ChRTrcwY,1
ID_ChnaelYN,1
ID_ChyT028f,1
ID_Ci7AGBUR,1
ID_CiJvBCjm,1
ID_CiO0aIjO,0
ID_Cijqi3Px,1
ID_CjRWFTYb,1
ID_Cjnt5by5,0
ID_Ck1biTex,0
ID_Cl3xM3tY,1
ID_ClMg9Dbi,1
ID_Cn3eS81l,1
ID_Cn94kEif,0
ID_CoTtwYfk,0
ID_CofRiChc,1
ID_Cosdzy68,1
ID_CpXafRNL,1
ID_Cq3u5xb0,1
ID_Cqs5sB98,0
ID_CrXD27Kl,1
ID_CsMXk73H,1
ID_CstJGRgS,1
ID_CszkRmzz,1
ID_CtZZ3toV,1
ID_CtgBleZP,0
ID_CtizEfFl,1
ID_CtsuzZzy,0
ID_Cvj3PMhK,0
ID_CxC35Jou,0
ID_CxE9UKpe,0
ID_Cy55HOoo,0
ID_CydJ1FrO,0
ID_CzTyqKeZ,1
ID_CzaEPcNc,1
ID_D1HPt378,1
ID_D2HzObRS,0
ID_D2JoM0X3,1
ID_D2w0iHnN,0
ID_D36V69l5,1
ID_D3C2cjdV,1
ID_D3pArViI,1
ID_D46H7O4F,1
ID_D4tTURbj,1
ID_D5wGXFKt,0
ID_D6AbH9vC,0
ID_D6JtWgI2,1
ID_D6frl6MV,1
ID_D8DTlOxS,0
ID_D8rYWGXA,1
ID_D90IlAbD,0
ID_D9PnzZnO,1
ID_D9ZNza1k,0
ID_D9zkLtXf,0
ID_DAgOLKL0,0
ID_DAiPVjRM,1
ID_DAua2axR,1
ID_DBsqx0rx,0
ID_DBu6yZ6f,0
ID_DC5huWD9,1
ID_DCM5BodM,0
ID_DDaabg72,0
ID_DEKQI7HZ,1
ID_DEVPHGj7,1
ID_DEgNnlZn,0
ID_DGCjW67W,1
ID_DGeXLlcq,1
ID_DHMPs8xX,1
ID_DHVnTYRz,1
ID_DIBZgmkH,1
ID_DIyspG4x,1
ID_DJgqoF09,0
ID_DJzY4iF5,0
ID_DLurL0uo,1
ID_DMBUfIFT,1
ID_DMQFrMHp,1
ID_DMUCFbaF,1
ID_DNLLdqy3,0
ID_DO66yoeq,1
ID_DORzWAOF,0
ID_DOlhIrvz,1
ID_DOsppxIo,1
ID_DP0gHeeL,0
ID_DPFW9J9t,0
ID_DQ839GBI,0
ID_DQNVtSdC,1
ID_DRGcspXL,1
ID_DRIsI4vR,1
ID_DRZs5WmR,1
ID_DSP5m9Eh,0
ID_DSgscX1c,0
ID_DShZn6aG,1
ID_DSr6huoM,0
ID_DTeL9TZk,0
ID_DUlLOWm3,1
ID_DUpKP1OT,1
ID_DUznP8rZ,1
ID_DVEX0iR1,0
ID_DVb1bqCN,0
ID_DVzuxAJc,1
ID_DWYMVr2O,0
ID_DWf4ryuI,1
ID_DWvUFoPF,0
ID_DX4BsgdN,1
ID_DX8un2sD,0
ID_DXRVca4l,1
ID_DXl5AKEQ,0
ID_DXtLU2Sa,1
ID_DYWnErnP,1
ID_DYilrNHp,1
ID_DYzRFb0H,0
ID_DZ1gP1uw,1
ID_DaGF6dGU,0
ID_DaMhDfm0,0
ID_DafHV7MK,1
ID_DbMrp9Dw,1
ID_DbYt8Si7,0
ID_DbkULOAK,1
ID_DbwVeWfl,1
ID_DbzFZxoq,0
ID_DcaZ4Vfy,1
ID_DdiHOPbU,0
ID_Ddy0wWfu,0
ID_Df6UQUSw,1
ID_DflbYGUX,1
ID_DgSl5OMo,1
ID_DgnBp6Ir,1
ID_DhCpjAdO,1
ID_DhSLO5AK,1
ID_DiFopEIR,1
ID_DigANFS3,1
ID_DjF1isSR,0
ID_Djj9eaA4,0
ID_Dk8PyBoX,1
ID_DkJANU2Z,1
ID_DlQyZKuE,1
ID_DlidaYxM,1
ID_Dm7TUCgK,1
ID_DmSSkl6l,1
ID_Dmcp23S5,1
ID_DmdZsCW7,1
ID_DmfnwB10,0
ID_DmxVGlSc,0
ID_Dn9TQnOX,1
ID_Douh7qOp,1
ID_Doz6iQxT,0
ID_DpH5LTbJ,1
ID_DqxR5qae,0
ID_Dta1huEW,1
ID_Dtc8cUNP,0
ID_DtuiCqub,1
ID_DuE9voqV,1
ID_DuHt0xEZ,1
ID_Dub02uBI,0
ID_DvY7fqHi,1
ID_DvcGNIEM,1
ID_DvnsXu73,1
ID_DwOKZqdi,0
ID_Dwth1857,0
ID_DxBqGaHu,1
ID_Dxuh4mjq,1
ID_DyQ7uhJ1,0
ID_Dzngn6ic,0
ID_E17eQI9o,0
ID_E1Qq45sX,0
ID_E1at67zI,1
ID_E1jWJRcv,0
ID_E2CBkpUl,1
ID_E2F6iBTc,0
ID_E3hgPCVd,0
ID_E49Fe3I4,0
ID_E4TwJM0q,0
ID_E4YMG4z2,0
ID_E54euzIJ,1
ID_E5YYqwL7,0
ID_E66t1U0f,1
ID_E6HitooW,1
ID_E6PsXhYZ,0
ID_E86eVuIb,0
ID_E881dsd7,0
ID_E8UAWR5O,1
ID_E8byFPOC,1
ID_EA9IHw0Z,1
ID_EAuFMHR3,1
ID_EBFRy0TU,0
ID_EBjPZLlM,0
ID_ECCi9wfD,1
ID_EEHU9xyJ,1
ID_EEtcoSTL,1
ID_EExXBkqf,1
ID_EF4LXGLC,0
ID_EF95piYy,1
ID_EFO5mUz2,0
ID_EG1nBF6w,0
ID_EGE7HHAU,0
ID_EGzQQ6Vw,0
ID_EIp0okCq,1
ID_EJNSJffe,1
ID_EJkkclya,1
ID_EKDfvUqN,0
ID_EKGo90PW,0
ID_EKh23a2V,1
ID_EKohgWI4,1
ID_EL6h7lb4,0
ID_ELB0ODNG,0
ID_ELwOEXVu,1
ID_ELwb6ETm,0
ID_ELxZ8o3r,0
ID_EMvpPiNn,1
ID_ENBxoszQ,1
ID_ENaBYGi7,1
ID_ENuXRbEH,1
ID_EOP4Yxdk,1
ID_EPLzyzQ5,0
ID_EPRwkBsy,0
ID_EPXUfo1p,1
ID_EPoJS1r9,1
ID_EPvL8mlo,1
ID_EQcH2Uv9,1
ID_ES5CWRad,1
ID_ESotU4su,1
ID_ESytFjkV,1
ID_ETCTtxWO,1
ID_ETWfGi9I,0
ID_ETcMDwnR,0
ID_ETgNq7BH,1
ID_ETpOmn4u,1
ID_EUSot4DR,1
ID_EVBpdLTu,1
ID_EVcQD56y,0
ID_EVlecBTj,1
ID_EWS9IDar,1
ID_EWkd116I,0
ID_EY6SVbrN,1
ID_EZ2ANJZN,1
ID_EZngK5AV,0
ID_Ealdxkv0,1
ID_EamzudLG,0
ID_Eb2rvmAK,1
ID_EbUs6V7y,1
ID_Ec45GVqM,0
ID_EcTHfEzY,1
ID_Ecge6Nm0,1
ID_EcjWCOht,0
ID_EeJPMb8H,0
ID_EfpwB1Om,0
ID_EgZXBVTP,0
ID_EgaaDYVl,1
ID_Eh6ZfCxe,1
ID_EiJLMhzP,1
ID_EihsMHTX,0
ID_EjhzRWJ2,0
ID_Ejx0nRtb,0
ID_Ek6rDCA9,1
ID_ElQdI7R0,1
ID_ElvnoUnN,1
ID_Em7Hhz5h,0
ID_EniiJO3D,1
ID_EnmUIXpR,0
ID_EocdPki0,1
ID_EpBq4CTo,1
ID_EpVKF300,1
ID_EppsZFnQ,1
ID_Eq8q9kZb,1
ID_EqbErBUV,0
ID_Er3WEnO9,0
ID_ErgOZ9hT,0
ID_ErqDRj4V,1
ID_EsRtL6hl,1
ID_Et19vkQe,1
ID_Et9Q0s67,1
ID_EtlcVyNt,1
ID_EuDHzaHr,0
ID_EuMGyvvf,1
ID_Evdh6Uj3,1
ID_EvuowZco,0
ID_EwZd9U81,1
ID_Ex5kloP4,1
ID_ExTXKaGb,1
ID_EyYyZrTb,1
ID_EykQwILp,1
ID_F0TH6AsB,1
ID_F0WhjKXj,1
ID_F1rFZMmN,1
ID_F2FJUSkP,1
ID_F3Dgt7xJ,1
ID_F3YDdD4f,0
ID_F44HIfkA,0
ID_F4LdrPTn,0
ID_F5B2sv58,1
ID_F5GFkva0,1
ID_F5H3qR6e,1
ID_F5xJCpaH,1
ID_F6Gwbkkc,1
ID_F7ePLoE2,1
ID_F80cVV2Z,1
ID_F8KX5TS9,1
ID_FA5j8HVO,1
ID_FAv2GrDi,1
ID_FBfeLtWW,1
ID_FD2JdqEV,1
ID_FDDh3zak,1
ID_FDdt5frA,1
ID_FDsgExu0,0
ID_FEY9L0XQ,0
ID_FFX7h99T,0
ID_FFYWE3hd,1
ID_FFkWobj5,1
ID_FG82QxJj,1
ID_FGJXfC40,0
ID_FI1FTp1n,0
ID_FJB8WiQa,0
ID_FJbtNCG7,1
ID_FJjoZNu4,1
ID_FLX4T8Ua,1
ID_FLfCuIA0,0
ID_FMRjriB8,0
ID_FN52PVbq,1
ID_FNJXA9Vk,1
ID_FNU3EUNu,1
ID_FNcw2NkJ,0
ID_FNkxJwzK,1
ID_FNo9xQbk,0
ID_FOaHR6sI,1
ID_FPDrnqoM,1
ID_FPXM3B2G,0
ID_FQtVobWh,1
ID_FS2SXzzQ,1
ID_FSyKFkDE,1
ID_FT07V2ch,1
ID_FU1gQiRZ,1
ID_FVb0sBwd,0
ID_FXLZQ6MR,1
ID_FYU040u5,1
ID_FaQEm7G0,1
ID_Fagvuog0,1
ID_Fak9cZTf,1
ID_FbE0pgfC,1
ID_Fd0lUNi4,0
ID_Fe8NNVbl,1
ID_FeNTQD4R,1
ID_FfXMw6A3,0
ID_Fg77o6yr,0
ID_FgUjlrRC,1
ID_FggqH5Za,1
ID_FgjnJZYC,1
ID_FhoAsKxy,0
ID_FitGmc7I,1
ID_Fj4X7Uap,1
ID_Fj5yzxWR,1
ID_FjMaFRmv,1
ID_Fl1908bP,0
ID_FleDM7Hs,1
ID_Flxg00YK,1
ID_FlzedEgv,1
ID_FmXR1x88,0
ID_FnTSwYrQ,0
ID_FqNGlyXi,1
ID_Fqvavg4V,1
ID_Fr7mO6Tk,0
ID_FsHSDvWq,1
ID_FtLKeEfq,1
ID_FtYu31s8,1
ID_FtZxshEw,1
ID_FttCxH1V,1
ID_FvDci01t,1
ID_FvkDRZCx,0
ID_Fw5NeKCZ,1
ID_Fw9tdAgJ,0
ID_Fxd8N782,1
ID_FxjiVo6w,0
ID_Fxpcgjxf,0
ID_FyvVTZ8O,1
ID_FyzvCbNM,0
ID_FzZiogTi,1
ID_FzagZRGA,1
ID_G04Wtk03,1
ID_G0adi2HQ,1
ID_G0x5XWIM,1
ID_G1HjLuvJ,0
ID_G23x3In3,0
ID_G2ZL9RXC,1
ID_G39WNvvV,0
ID_G3PmpbHP,1
ID_G5mVEEfk,0
ID_G5rNPuOq,1
ID_G5ueolg4,1
ID_G6lv9eCL,1
ID_G7ZDG4AK,1
ID_G8SVszSS,1
ID_G8UfKQSl,0
ID_GAMgnwqV,0
ID_GAOAwI4x,0
ID_GApVyebY,1
ID_GBjbqAMe,0
ID_GCNfj3J2,1
ID_GCUzYAN8,0
ID_GCu8DgfC,1
ID_GDAEXS4H,1
ID_GDM48fkE,1
ID_GDhSsCh6,1
ID_GERWMjDD,1
ID_GFtWKsjt,1
ID_GGfjRfKr,1
ID_GI622mzn,1
ID_GLCbj0bB,1
ID_GLdiFB0M,1
ID_GMpaMwZj,0
ID_GNerXkrD,1
ID_GOLT6mMD,1
ID_GP66XF4r,1
ID_GRYArErH,1
ID_GRhRpWud,1
ID_GRz8fELQ,0
ID_GSMgqmKN,0
ID_GSYXYiW6,1
ID_GU4diVk6,0
ID_GUY4pUJf,1
ID_GUY7E1WP,1
ID_GUe80uhc,0
ID_GVWqOWC3,1
ID_GVoIe4Se,0
ID_GW20WEtP,0
ID_GWht0Beo,1
ID_GX2LlOID,0
ID_GXElXI7z,0
ID_GYJFf00P,0
ID_GYq2S3Q6,1
ID_GZ5yBWj2,1
ID_GZEumQsL,0
ID_GaBA69Hg,0
ID_GaXIdUxE,0
ID_GbbuhcKr,1
ID_GccYeKqD,1
ID_Ge20UNhN,1
ID_Ge42WeyN,0
ID_GerLYxEZ,1
ID_Gf0EpoM5,1
ID_GfQhLtiJ,1
ID_GfYAtlUt,0
ID_GfpTbXlJ,0
ID_GhBA0sng,1
ID_GhFFJ5Ku,0
ID_GhSZOaqL,0
ID_GiPKEfg5,0
ID_GiUu2Z37,1
ID_GkOi1wYk,1
ID_GkkEoFOk,0
ID_Gkxtin6A,1
ID_Gltgord8,1
ID_GnHLIFJw,1
ID_GnZMoVyr,0
ID_GoOOZRUg,1
ID_Gr1tOOU1,1
ID_GsGXnkP5,0
ID_GsfnLZeD,1
ID_GtOdR62I,1
ID_GvrHaL9C,1
ID_GvrtNDKq,0
ID_GxpChi7g,0
ID_GyNTFTEb,0
ID_GyNTFkQo,0
ID_GzTuv7qi,0
ID_GzaKfC1A,1
ID_H0KsoTys,0
ID_H0gs21X6,1
ID_H0hvFkWC,1
ID_H0pyIBxP,0
ID_H1WXnhC4,0
ID_H1dF5LbV,0
ID_H1lNGJAv,0
ID_H1pCPIYx,1
ID_H2ZnyL51,1
ID_H2Zrg3sA,0
ID_H37FtsZJ,0
ID_H3FOHB3Z,0
ID_H5eO0gOT,1
ID_H6AIuoNu,0
ID_H6Eglm8P,0
ID_H6KLcAZ1,1
ID_H7SOLqje,1
ID_H7ppUArv,1
ID_H8UxkHKe,0
ID_H94fy5G7,0
ID_H9giFjmi,1
ID_HA8MUxm1,1
ID_HCdHPlJu,1
ID_HD1YCZVB,1
ID_HDahC9CJ,1
ID_HE7UPRgz,0
ID_HEWF3pkt,1
ID_HFJtwpEL,1
ID_HGeBiOpH,1
ID_HGpWE9p6,1
ID_HH5wjCfO,0
ID_HHVlVCFj,1
ID_HIG1Ya7Q,0
ID_HJS6HnI1,0
ID_HKCDC3FN,1
ID_HLFrN0jt,1
ID_HLkE9POb,1
ID_HMC63TIN,1
ID_HNROZ4dj,0
ID_HNWuVLoX,1
ID_HNaYdJ72,0
ID_HNcflSCt,0
ID_HNeTkIwX,1
ID_HNm5jvH4,1
ID_HNnPKUzr,1
ID_HOnU0e5d,0
ID_HOvigxV0,1
ID_HQFBKbCM,1
ID_HQNi02TQ,1
ID_HQr8Y8nV,0
ID_HR2m2eXU,1
ID_HRWuCS79,1
ID_HRjTSPP7,1
ID_HRmg3fXh,0
ID_HRpRzMdk,1
ID_HSnJyYXM,1
ID_HStLC9Gj,1
ID_HSzXVnqx,1
ID_HVXkRvcT,0
ID_HVgZUqGT,0
ID_HVkLYtk1,1
ID_HVy0Bc52,1
ID_HWFdean1,0
ID_HWeTkblW,1
ID_HXN6HjxN,0
ID_HXrITcBs,1
ID_HYV1fXNJ,0
ID_HYnkjBxr,1
ID_HZ88L4bL,1
ID_HaUyukHd,0
ID_HcAcaBYS,1
ID_Hd6vOU49,1
ID_HdWX91Bt,1
ID_Hdm0lb8S,1
ID_HefiMnER,0
ID_Hf0qUGcQ,0
ID_HfGTdDKY,1
ID_HfsaDbJO,1
ID_HgGb2By2,1
ID_HgV74JfO,1
ID_Hi3tUpwd,0
ID_HiHF10S7,0
ID_Hia5dRCO,1
ID_HjqdPUJQ,1
ID_HkgNQTuj,1
ID_HnV7iXI0,1
ID_Hncr8UM6,0
ID_HoLCoice,1
ID_HrrevpqB,1
ID_HsQ9zoKo,0
ID_Hsmf46KV,1
ID_HstTNH4O,0
ID_HsxtUecm,1
ID_HtGKEaaj,0
ID_HtWeeQlL,1
ID_HtYLXK79,0
ID_Httu9GOP,1
ID_HuNvCizK,0
ID_HunvlvZV,0
ID_HwEA6qrO,1
ID_HydRzZHQ,0
ID_HzfvfWCw,0
ID_I0C0jEN4,0
ID_I2ARmgIz,0
ID_I2cWG6iT,1
ID_I2stCV5h,1
ID_I31NIFRC,1
ID_I3CWGXX4,0
ID_I3fil14P,1
ID_I4K1v1hF,1
ID_I4q2WoQV,0
ID_I51rAYt4,0
ID_I58pWpPF,1
ID_I5olFeQR,0
ID_I612QS0O,1
ID_I6G8DEJO,1
ID_I7L08yyq,1
ID_I8FrwlYJ,0
ID_I8atjYFw,0
ID_I8dHnayY,1
ID_I8j9RZ5G,0
ID_I9NcFInO,1
ID_I9nd88ug,1
ID_I9oW3WbX,0
ID_IBwmL2EP,0
ID_ICOwhovY,0
ID_ICzt18BS,0
ID_ID3tVJF4,0
ID_IDW67z6h,0
ID_IEL9eHSB,1
ID_IEPLe8rB,0
ID_IEkjWtQR,0
ID_IFk6V2co,0
ID_IG9l3dXL,1
ID_IGGeQ5hJ,0
ID_IGMWdvlM,0
ID_IGsocMQ4,1
ID_IHKNoe7c,0
ID_IHUOAiIX,1
ID_IJTSqx6Q,0
ID_IJpQaLMd,0
ID_ILPJuRML,1
ID_ILUMQxGM,0
ID_IMGRnn5P,0
ID_IMKCMocQ,0
ID_IOrhOyQ4,1
ID_IQYedJzu,1
ID_IRTDDrym,1
ID_IRX6zod0,1
ID_IRwhWc2V,0
ID_IS18VjGd,1
ID_ISSvgWQZ,1
ID_ITZVsw1i,0
ID_ITpC7iLB,0
ID_IU9NYgC6,1
ID_IUt0aihM,0
ID_IWUC1fvi,1
ID_IWXT1Vqa,1
ID_IWaM2koz,1
ID_IWu8mIfb,1
ID_IXAtCWBY,0
ID_IY1zov5V,0
ID_IYMTSTWT,1
ID_IYepk0tX,1
ID_IYsKFt8a,0
ID_IZSMqazp,0
ID_IbeOkh5u,1
ID_IbrrPlGA,1
ID_IbtSfcjI,0
ID_IcOy3ak4,1
ID_IdDytQNF,1
ID_IfIMuT6z,1
ID_IfXwL232,0
ID_Ig3zdvq0,1
ID_IgmVusT5,0
ID_IhRpbGFG,1
ID_IhWQz5be,0
ID_IhYCcL4Q,0
ID_IhyKz1w4,0
ID_IiIvx11o,0
ID_IijjoWv8,0
ID_Ijjd7Hq3,1
ID_Ikjh6HuB,0
